RefSeq.mRNA.ID	length	RPKM	t5	Transcript.stable.ID	Gene.stable.ID	name
NM_017855	1301	6.15	18	ENST00000683306	ENSG00000109205	ODAM
NM_017856	3259	1.5	3.07692307692308	ENST00000680255	ENSG00000046647	GEMIN8
NM_017857	2808	10.13	3.57142857142857	ENST00000308127	ENSG00000172830	SSH3
NM_017858	1077	9.85	3.27868852459016	ENST00000261881	ENSG00000075131	TIPIN
NM_017859	1833	29.96	8.4	ENST00000354216	ENSG00000198276	UCKL1
NM_017860	2055	3.84	4.16666666666667	ENST00000368926	ENSG00000143443	C1orf56
NM_017861	1876	3.34	7.11111111111111	ENST00000392391	ENSG00000163964	PIGX
NM_017864	3393	9.81	8.4	ENST00000523731	ENSG00000164941	INTS8
NM_017865	1986	27.69	2.85714285714286	ENST00000306601	ENSG00000171163	ZNF692
NM_017866	2044	9.81	6.4	ENST00000312184	ENSG00000175606	TMEM70
NM_017867	1188	4.87	2.89855072463768	ENST00000393381	ENSG00000056050	HPF1
NM_017869	2296	27.19	2.5974025974026	ENST00000355022	ENSG00000172530	BANP
NM_017870	3520	34.84	11	ENST00000005286	ENSG00000006118	TMEM132A
NM_017871	2147	46.79	3.7037037037037	ENST00000435064	ENSG00000127054	INTS11
NM_017872	1320	27.93	5.71428571428571	ENST00000231198	ENSG00000113272	THG1L
NM_017873	4653	32.19	3.03030303030303	ENST00000277458	ENSG00000148331	ASB6
NM_017875	2016	32.74	3.38983050847458	ENST00000650617	ENSG00000144659	SLC25A38
NM_017877	3912	30.56	9.2	ENST00000344420	ENSG00000213699	SLC35F6
NM_017879	2523	5.27	2.12765957446809	ENST00000196489	ENSG00000083817	ZNF416
NM_017880	2540	4.82	2.32558139534884	ENST00000264434	ENSG00000115998	C2orf42
NM_017882	2227	35.45	11.5714285714286	ENST00000249806	ENSG00000128973	CLN6
NM_017883	2108	20.69	19.0344827586207	ENST00000376729	ENSG00000101940	WDR13
NM_017884	1577	30.47	2.7027027027027	ENST00000647329	nan	nan
NM_017884	1577	30.47	2.7027027027027	ENST00000314787	ENSG00000254093	PINX1
NM_017885	1000	18.91	16.8	ENST00000248089	ENSG00000103145	HCFC1R1
NM_017887	1118	10.95	3.17460317460317	ENST00000294360	ENSG00000162384	CZIB
NM_017890	14111	8.91	2.77777777777778	ENST00000358544	ENSG00000132549	VPS13B
NM_017891	3214	7.86	3.84615384615385	ENST00000421241	ENSG00000131591	C1orf159
NM_017893	4400	1.05	2.85714285714286	ENST00000210633	ENSG00000095539	SEMA4G
NM_017894	3765	2.5	2.53164556962025	ENST00000334141	ENSG00000176371	ZSCAN2
NM_017895	2657	41.66	8.52173913043478	ENST00000618172	ENSG00000124228	DDX27
NM_017896	4440	22.06	4.96551724137931	ENST00000266069	ENSG00000101193	GID8
NM_017897	1544	8.56	2.35294117647059	ENST00000280701	ENSG00000151093	OXSM
NM_017898	1618	8.05	3.84615384615385	ENST00000366913	ENSG00000117791	MTARC2
NM_017899	1025	3.1	8.44444444444444	ENST00000335209	ENSG00000088992	TESC
NM_017901	2810	29.5	4.61538461538461	ENST00000335509	ENSG00000186815	TPCN1
NM_017902	2964	19.69	5.5609756097561	ENST00000299163	ENSG00000166135	HIF1AN
NM_017905	3063	18.65	9.71428571428572	ENST00000434316	ENSG00000150403	TMCO3
NM_017906	1511	26.37	5.45454545454546	ENST00000379568	ENSG00000111845	PAK1IP1
NM_017906	1511	26.37	5.45454545454546	ENST00000644756	nan	nan
NM_017907	1112	49.46	8.47058823529412	ENST00000278671	ENSG00000149357	LAMTOR1
NM_017908	1998	4.82	2.5974025974026	ENST00000594369	ENSG00000083838	ZNF446
NM_017909	1871	8.5	2.5	ENST00000444024	ENSG00000155906	RMND1
NM_017910	1846	3.86	3.57142857142857	ENST00000306108	ENSG00000171103	TRMT61B
NM_017911	1707	17.12	2.94117647058824	ENST00000441876	ENSG00000100376	FAM118A
NM_017912	3903	1.33	2.5	ENST00000264346	ENSG00000138642	HERC6
NM_017913	1724	11.97	2.17391304347826	ENST00000381854	ENSG00000106993	CDC37L1
NM_017914	886	29.18	7.48387096774194	ENST00000409293	ENSG00000228300	FAM174C
NM_017915	3189	8.77	2.89855072463768	ENST00000327680	ENSG00000185480	PARPBP
NM_017917	1843	2.09	8.64516129032258	ENST00000261475	ENSG00000092020	PPP2R3C
NM_017918	1236	1.63	11.4358974358974	ENST00000394650	ENSG00000005059	MCUB
NM_017919	2678	4.21	2.94117647058824	ENST00000259400	ENSG00000136874	STX17
NM_017920	3606	12.79	2.4390243902439	ENST00000402306	ENSG00000106608	URGCP
NM_017921	4346	54.67	5.46666666666667	ENST00000331134	ENSG00000182446	NPLOC4
NM_017922	3179	9.1	2.53164556962025	ENST00000355765	ENSG00000185246	PRPF39
NM_017923	1790	1.61	2.94117647058824	ENST00000339875	ENSG00000145416	MARCHF1
NM_017924	2855	7.7	3.33333333333333	ENST00000319074	ENSG00000179933	C14orf119
NM_017925	7023	2.6	3.57142857142857	ENST00000602925	ENSG00000137145	DENND4C
NM_017926	2478	20.75	2.66666666666667	ENST00000261530	ENSG00000089916	GPATCH2L
NM_017929	2474	12.55	8.36363636363636	ENST00000399744	ENSG00000215193	PEX26
NM_017931	2594	24.25	11	ENST00000381031	ENSG00000075234	TTC38
NM_017933	2745	3.26	3.03030303030303	ENST00000392054	ENSG00000153823	PID1
NM_017934	5817	12.67	3.27868852459016	ENST00000275034	ENSG00000146247	PHIP
NM_017941	2144	6.57	2.35294117647059	ENST00000359042	ENSG00000141219	C17orf80
NM_017943	3423	20.55	2.32558139534884	ENST00000313833	ENSG00000178974	FBXO34
NM_017944	7777	7.95	2.98507462686567	ENST00000339865	ENSG00000170242	USP47
NM_017945	2958	6.58	5.02857142857143	ENST00000492406	ENSG00000138459	SLC35A5
NM_017946	2247	7.34	11.25	ENST00000222803	ENSG00000106080	FKBP14
NM_017947	2729	33.2	8	ENST00000261326	ENSG00000075643	MOCOS
NM_017948	4302	18.55	3.27868852459016	ENST00000442668	ENSG00000198000	NOL8
NM_017951	4269	18.42	8.76923076923077	ENST00000680298	ENSG00000136699	SMPD4
NM_017952	6708	13.81	3.125	ENST00000254630	ENSG00000132300	PTCD3
NM_017953	2821	12.35	3.2258064516129	ENST00000370574	ENSG00000117174	ZNHIT6
NM_017954	4683	3.17	3.33333333333333	ENST00000449022	ENSG00000081803	CADPS2
NM_017955	2171	44.94	2.63157894736842	ENST00000336219	ENSG00000170779	CDCA4
NM_017956	2061	5.66	2.32558139534884	ENST00000328599	ENSG00000183665	TRMT12
NM_017958	1778	78.65	6.78260869565217	ENST00000234115	ENSG00000115762	PLEKHB2
NM_017964	2450	10.31	4.30769230769231	ENST00000282587	ENSG00000152683	SLC30A6
NM_017966	2711	20.64	3.84615384615385	ENST00000301765	ENSG00000167987	VPS37C
NM_017969	2950	15.7	2.94117647058824	ENST00000295321	ENSG00000163166	IWS1
NM_017970	3824	13.14	2.5	ENST00000354366	ENSG00000119720	NRDE2
NM_017971	705	68.31	10.3333333333333	ENST00000344843	ENSG00000242485	MRPL20
NM_017972	2478	20.75	2.66666666666667	ENST00000621494	ENSG00000089916	GPATCH2L
NM_017974	3333	15.6	2.63157894736842	ENST00000630066	nan	nan
NM_017974	3333	15.6	2.63157894736842	ENST00000392020	ENSG00000085978	ATG16L1
NM_017975	3194	12.81	10.6976744186047	ENST00000307897	ENSG00000174442	ZWILCH
NM_017978	8196	20.76	5.6551724137931	ENST00000394722	ENSG00000131503	ANKHD1
NM_017983	1895	5.09	9.33333333333333	ENST00000262139	ENSG00000070540	WIPI1
NM_017987	4520	2.73	2.53164556962025	ENST00000388768	ENSG00000204130	RUFY2
NM_017988	3818	6.36	8	ENST00000360820	ENSG00000136021	SCYL2
NM_017990	7999	4.01	9.66666666666667	ENST00000288050	ENSG00000090857	PDPR
NM_017993	2624	9.11	2.73972602739726	ENST00000261488	ENSG00000120658	ENOX1
NM_017994	4238	65.31	7	ENST00000341567	ENSG00000106609	TMEM248
NM_017998	1946	1.98	3.33333333333333	ENST00000376854	ENSG00000135045	C9orf40
NM_017999	3571	15.21	4.13333333333333	ENST00000647495	nan	nan
NM_017999	3571	15.21	4.13333333333333	ENST00000324103	ENSG00000092098	RNF31
NM_018000	1534	6.79	3.38983050847458	ENST00000263268	ENSG00000118242	MREG
NM_018003	7096	1.05	4	ENST00000322954	ENSG00000137831	UACA
NM_018004	1564	10.24	15.75	ENST00000323523	ENSG00000181458	TMEM45A
NM_018006	1974	38.48	3.38983050847458	ENST00000645190	ENSG00000100416	TRMU
NM_018009	1739	1.49	2.27272727272727	ENST00000266556	ENSG00000139192	TAPBPL
NM_018011	4024	14.31	2.35294117647059	ENST00000400198	ENSG00000134884	ARGLU1
NM_018013	4238	3.25	2.7027027027027	ENST00000317357	ENSG00000112320	SOBP
NM_018017	6277	1.41	2.29885057471264	ENST00000369287	ENSG00000165813	CCDC186
NM_018019	2222	13.63	2.1505376344086	ENST00000268711	ENSG00000141026	MED9
NM_018022	1809	14.13	2.35294117647059	ENST00000400796	ENSG00000171729	TMEM51
NM_018023	6501	11.57	3.38983050847458	ENST00000305135	ENSG00000163872	YEATS2
NM_018024	1348	3.14	4	ENST00000287387	ENSG00000156795	NTAQ1
NM_018025	3390	8.93	2.94117647058824	ENST00000170564	ENSG00000076650	GPATCH1
NM_018026	4488	17.93	7	ENST00000320580	ENSG00000175115	PACS1
NM_018027	6804	1.57	2.66666666666667	ENST00000357447	ENSG00000151474	FRMD4A
NM_018028	4543	28.53	8	ENST00000314471	ENSG00000179134	SAMD4B
NM_018030	4165	9.75	4	ENST00000399443	ENSG00000141447	OSBPL1A
NM_018031	4079	63.29	5.46341463414634	ENST00000608424	ENSG00000178252	WDR6
NM_018032	2082	27.71	2.73972602739726	ENST00000337351	ENSG00000007392	LUC7L
NM_018034	2247	24.05	3.03030303030303	ENST00000265107	ENSG00000082068	WDR70
NM_018035	1692	57.5	9.73333333333333	ENST00000221943	ENSG00000105341	DMAC2
NM_018036	4055	2.52	5.5	ENST00000359933	ENSG00000066739	ATG2B
NM_018040	2338	16.18	2.24719101123596	ENST00000366935	ENSG00000092978	GPATCH2
NM_018042	2430	4.8	2.35294117647059	ENST00000304905	ENSG00000172123	SLFN12
NM_018044	1717	17.47	6.07407407407407	ENST00000252594	ENSG00000130305	NSUN5
NM_018045	4729	7.93	3.50877192982456	ENST00000455895	ENSG00000160058	BSDC1
NM_018046	4480	2.41	3.33333333333333	ENST00000312916	ENSG00000164252	AGGF1
NM_018047	2297	49.2	4.13793103448276	ENST00000199814	ENSG00000086589	RBM22
NM_018048	2579	3.21	18.8571428571429	ENST00000320756	ENSG00000111196	MAGOHB
NM_018049	1215	22.08	3.2258064516129	ENST00000326631	ENSG00000104886	PLEKHJ1
NM_018051	3785	2.52	2.7027027027027	ENST00000407559	ENSG00000126870	DYNC2I1
NM_018052	3107	22.49	5.53846153846154	ENST00000261776	ENSG00000103043	VAC14
NM_018054	3480	34.89	4	ENST00000673196	nan	nan
NM_018054	3480	34.89	4	ENST00000303665	ENSG00000140750	ARHGAP17
NM_018056	1790	34.99	5.09090909090909	ENST00000336294	ENSG00000121775	TMEM39B
NM_018057	4807	13.03	9.17647058823529	ENST00000450363	ENSG00000072041	SLC6A15
NM_018061	3239	22.94	3.17460317460317	ENST00000370025	ENSG00000134186	PRPF38B
NM_018062	1750	19.52	2.66666666666667	ENST00000233741	ENSG00000115392	FANCL
NM_018063	3165	7.77	3.17460317460317	ENST00000348459	ENSG00000119969	HELLS
NM_018064	1497	22.05	2.56410256410256	ENST00000257787	ENSG00000135334	AKIRIN2
NM_018066	1510	15.21	3.33333333333333	ENST00000374135	ENSG00000142751	GPN2
NM_018067	3357	26.68	6.90909090909091	ENST00000373151	ENSG00000116871	MAP7D1
NM_018070	2106	44.95	3.03030303030303	ENST00000357475	ENSG00000157216	SSBP3
NM_018071	5458	9.45	4.22222222222222	ENST00000298694	ENSG00000165801	ARHGEF40
NM_018072	6791	20.76	8	ENST00000366582	ENSG00000119285	HEATR1
NM_018073	3321	1.07	2.5	ENST00000300747	ENSG00000167333	TRIM68
NM_018074	1486	17.59	4.2962962962963	ENST00000262962	ENSG00000105248	YJU2
NM_018075	2743	10.9	8	ENST00000292246	ENSG00000160746	ANO10
NM_018076	3572	1.78	3.03030303030303	ENST00000305242	ENSG00000169126	ODAD2
NM_018077	2809	40.19	7.11111111111111	ENST00000223073	ENSG00000106344	RBM28
NM_018078	3979	8.12	3.2258064516129	ENST00000326639	ENSG00000138709	LARP1B
NM_018079	3663	8.4	2.8169014084507	ENST00000263736	ENSG00000068784	SRBD1
NM_018080	13400	1.3	2.77777777777778	ENST00000395898	ENSG00000129003	VPS13C
NM_018081	1834	23.41	7.38461538461539	ENST00000396463	ENSG00000141499	WRAP53
NM_018082	4239	14.59	3.77358490566038	ENST00000228347	ENSG00000013503	POLR3B
NM_018083	1897	4.88	14.88	ENST00000597229	ENSG00000198816	ZNF358
NM_018084	9630	6.12	5.6	ENST00000263630	ENSG00000115355	CCDC88A
NM_018085	11416	10.79	13.2	ENST00000361565	ENSG00000198700	IPO9
NM_018086	4535	5.08	2.32558139534884	ENST00000333129	ENSG00000182263	FIGN
NM_018087	2541	64.72	11.3	ENST00000371429	ENSG00000058804	NDC1
NM_018089	2594	16.63	3.03030303030303	ENST00000323348	ENSG00000163516	ANKZF1
NM_018090	2037	18.19	5.33333333333333	ENST00000337132	ENSG00000157191	NECAP2
NM_018091	3095	28.43	5.53846153846154	ENST00000256398	ENSG00000134014	ELP3
NM_018092	3653	35.66	4	ENST00000562435	ENSG00000171208	NETO2
NM_018093	1366	91.63	4.66666666666667	ENST00000529106	ENSG00000133316	WDR74
NM_018095	2442	24.58	2.53164556962025	ENST00000647201	nan	nan
NM_018095	2442	24.58	2.53164556962025	ENST00000430070	ENSG00000123444	KBTBD4
NM_018096	2726	30.8	3.57142857142857	ENST00000442241	ENSG00000073536	NLE1
NM_018097	1754	9.18	9.41176470588235	ENST00000260372	ENSG00000137814	HAUS2
NM_018098	3916	12.64	4	ENST00000232458	ENSG00000114346	ECT2
NM_018099	2235	2.5	8.23529411764706	ENST00000182377	ENSG00000064763	FAR2
NM_018100	2103	2.01	3.84615384615385	ENST00000371068	ENSG00000096093	EFHC1
NM_018101	2319	66.88	3.125	ENST00000327331	ENSG00000134690	CDCA8
NM_018103	3329	46.73	2.8169014084507	ENST00000394593	ENSG00000171492	LRRC8D
NM_018105	2189	8.37	2.5	ENST00000254250	ENSG00000131931	THAP1
NM_018106	1704	19.99	11.2	ENST00000335965	ENSG00000136247	ZDHHC4
NM_018107	2433	46.37	5.33333333333333	ENST00000399922	ENSG00000100461	RBM23
NM_018109	2571	17.56	2.73972602739726	ENST00000263063	ENSG00000107951	MTPAP
NM_018110	2727	20.06	4.2962962962963	ENST00000340099	ENSG00000125170	DOK4
NM_018112	2076	16.17	13.44	ENST00000374692	ENSG00000095209	TMEM38B
NM_018113	2328	7.13	2.94117647058824	ENST00000267102	ENSG00000139636	LMBR1L
NM_018114	2242	30.26	6.32258064516129	ENST00000313778	ENSG00000178149	DALRD3
NM_018115	2755	12.36	3.7037037037037	ENST00000356260	ENSG00000198301	SDAD1
NM_018116	2446	6.82	9.06666666666667	ENST00000245564	ENSG00000125459	MSTO1
NM_018117	4724	6.43	3.03030303030303	ENST00000263461	ENSG00000120008	WDR11
NM_018119	2640	36.81	3.63636363636364	ENST00000299853	ENSG00000058600	POLR3E
NM_018119	2640	36.81	3.63636363636364	ENST00000640588	nan	nan
NM_018120	2657	10.78	3.84615384615385	ENST00000276569	ENSG00000104442	ARMC1
NM_018121	7284	4.54	3.2258064516129	ENST00000238961	ENSG00000119906	SLF2
NM_018122	3187	11.26	17.2682926829268	ENST00000649689	ENSG00000117593	DARS2
NM_018124	4952	26.42	2.8169014084507	ENST00000361070	ENSG00000168411	RFWD3
NM_018125	4502	11.1	2.94117647058824	ENST00000361221	ENSG00000074964	ARHGEF10L
NM_018126	2684	36.24	10.1052631578947	ENST00000504986	ENSG00000109133	TMEM33
NM_018127	2997	50.04	8.92307692307692	ENST00000338034	ENSG00000006744	ELAC2
NM_018128	4890	44.23	8.16666666666667	ENST00000301364	ENSG00000167721	TSR1
NM_018129	3437	22.94	12	ENST00000642017	ENSG00000108439	PNPO
NM_018130	2861	9.71	3.27868852459016	ENST00000325599	ENSG00000144736	SHQ1
NM_018131	2635	30.8	4.8	ENST00000371485	ENSG00000138180	CEP55
NM_018132	1753	3.08	2.5974025974026	ENST00000335783	ENSG00000031691	CENPQ
NM_018133	4696	11.16	2.1978021978022	ENST00000309993	ENSG00000174579	MSL2
NM_018134	2017	4.82	2.35294117647059	ENST00000291358	ENSG00000160051	IQCC
NM_018135	1060	40.15	3.33333333333333	ENST00000372133	ENSG00000096080	MRPS18A
NM_018136	10434	8.5	3.27868852459016	ENST00000367409	ENSG00000066279	ASPM
NM_018137	2506	47.1	2.98507462686567	ENST00000370078	ENSG00000198890	PRMT6
NM_018138	2415	7.95	3.77358490566038	ENST00000338733	ENSG00000113838	TBCCD1
NM_018139	1749	6.39	2.53164556962025	ENST00000298292	ENSG00000165506	DNAAF2
NM_018140	2427	76.07	3.125	ENST00000264935	ENSG00000112877	CEP72
NM_018140	2427	76.07	3.125	ENST00000625371	nan	nan
NM_018141	2112	17.54	8.60606060606061	ENST00000053468	ENSG00000048544	MRPS10
NM_018142	2539	52.57	6.85714285714286	ENST00000397977	ENSG00000104613	INTS10
NM_018143	2326	37.26	2.66666666666667	ENST00000319121	ENSG00000178502	KLHL11
NM_018144	1892	3.87	18	ENST00000298428	ENSG00000065665	SEC61A2
NM_018145	2251	20.75	9.37931034482759	ENST00000338376	ENSG00000137824	RMDN3
NM_018146	1815	21.21	2.8169014084507	ENST00000304478	ENSG00000171861	MRM3
NM_018147	1538	14.36	5.63636363636364	ENST00000393034	ENSG00000158234	FAIM
NM_018149	3290	16.72	2.29885057471264	ENST00000300917	ENSG00000167447	SMG8
NM_018150	3025	64.92	3.77358490566038	ENST00000361799	ENSG00000187147	RNF220
NM_018151	8383	6.2	3.57142857142857	ENST00000444746	ENSG00000080345	RIF1
NM_018153	5540	21.46	11.7241379310345	ENST00000409829	ENSG00000169604	ANTXR1
NM_018154	1746	75.73	5.45454545454546	ENST00000672225	nan	nan
NM_018154	1746	75.73	5.45454545454546	ENST00000263382	ENSG00000105011	ASF1B
NM_018155	2001	25.51	2.66666666666667	ENST00000446041	ENSG00000114120	SLC25A36
NM_018156	16341	4.23	4.36363636363636	ENST00000613099	ENSG00000048707	VPS13D
NM_018157	4989	6.55	2.66666666666667	ENST00000392839	ENSG00000111785	RIC8B
NM_018158	2954	8.26	6.85714285714286	ENST00000613058	ENSG00000163798	SLC4A1AP
NM_018161	2453	13.17	3.27868852459016	ENST00000319023	ENSG00000172890	NADSYN1
NM_018163	993	22.83	2.5	ENST00000220496	ENSG00000104129	DNAJC17
NM_018164	2635	20.21	10	ENST00000261191	ENSG00000064102	INTS13
NM_018166	1054	3.93	3.33333333333333	ENST00000270824	ENSG00000142694	EVA1B
NM_018167	8448	14.93	2.73972602739726	ENST00000298896	ENSG00000011114	BTBD7
NM_018167	8448	14.93	2.73972602739726	ENST00000613511	nan	nan
NM_018169	6246	2.14	2.12765957446809	ENST00000312561	ENSG00000174718	RESF1
NM_018170	4284	26.15	9.16666666666667	ENST00000399022	ENSG00000141425	RPRD1A
NM_018171	3289	5.16	4.32	ENST00000258530	ENSG00000136044	APPL2
NM_018173	2882	1.8	2.38095238095238	ENST00000011684	ENSG00000008323	PLEKHG6
NM_018174	3278	21.58	4.12903225806452	ENST00000324096	ENSG00000130479	MAP1S
NM_018177	6616	1.7	3.07692307692308	ENST00000261435	ENSG00000078177	N4BP2
NM_018178	3127	11.41	2.5	ENST00000271732	ENSG00000143457	GOLPH3L
NM_018179	4661	11.03	3.27868852459016	ENST00000261168	ENSG00000171681	ATF7IP
NM_018180	3070	8.17	4	ENST00000284690	ENSG00000089876	DHX32
NM_018181	6493	13.33	3.57142857142857	ENST00000336078	ENSG00000074657	ZNF532
NM_018182	3434	8.79	2.29885057471264	ENST00000577376	ENSG00000173065	FAM222B
NM_018183	4179	25.82	6.75	ENST00000267176	ENSG00000139697	SBNO1
NM_018184	3008	16.39	8	ENST00000256496	ENSG00000134108	ARL8B
NM_018188	2611	37.29	8.28571428571428	ENST00000378755	ENSG00000197785	ATAD3A
NM_018190	3718	3.68	10	ENST00000506636	ENSG00000138686	BBS7
NM_018191	4042	2.43	4.66666666666667	ENST00000378302	ENSG00000136144	RCBTB1
NM_018193	4569	16.64	10.4	ENST00000300027	ENSG00000140525	FANCI
NM_018194	3598	1.42	10.6666666666667	ENST00000629360	nan	nan
NM_018194	3598	1.42	10.6666666666667	ENST00000261458	ENSG00000054392	HHAT
NM_018195	3766	9.42	2.77777777777778	ENST00000393047	ENSG00000150776	NKAPD1
NM_018196	2836	5.51	8	ENST00000334398	ENSG00000185973	TMLHE
NM_018197	3281	30.68	2.98507462686567	ENST00000216923	ENSG00000020256	ZFP64
NM_018198	3199	49.02	8	ENST00000377577	ENSG00000007923	DNAJC11
NM_018199	2833	8.44	8.22222222222222	ENST00000409675	ENSG00000081177	EXD2
NM_018200	3898	26.34	3.07692307692308	ENST00000381714	ENSG00000140382	HMG20A
NM_018201	3807	25.3	5.06666666666667	ENST00000372648	ENSG00000107021	TBC1D13
NM_018202	3158	7.91	5.47368421052632	ENST00000374343	ENSG00000204178	MACO1
NM_018204	3626	15.25	2.89855072463768	ENST00000258607	ENSG00000136108	CKAP2
NM_018205	3176	4.1	3.33333333333333	ENST00000357631	ENSG00000172731	LRRC20
NM_018206	3246	36.66	10.7096774193548	ENST00000299138	ENSG00000069329	VPS35
NM_018207	3436	5.98	3.27868852459016	ENST00000291416	ENSG00000116525	TRIM62
NM_018208	2430	3.13	12.9473684210526	ENST00000367202	ENSG00000143845	ETNK2
NM_018209	3274	71.16	2.94117647058824	ENST00000370283	ENSG00000101199	ARFGAP1
NM_018210	2659	46.89	2.77777777777778	ENST00000309957	ENSG00000213995	NAXD
NM_018211	4352	6.23	4.33333333333333	ENST00000371072	ENSG00000162437	RAVER2
NM_018212	13172	14.45	6.42857142857143	ENST00000366843	ENSG00000154380	ENAH
NM_018214	3180	3.79	3.50877192982456	ENST00000370888	ENSG00000137269	LRRC1
NM_018216	2642	27.14	2.98507462686567	ENST00000615291	nan	nan
NM_018216	2642	27.14	2.98507462686567	ENST00000378466	ENSG00000157881	PANK4
NM_018217	1885	12.54	11.04	ENST00000374492	ENSG00000088298	EDEM2
NM_018218	5623	2.04	4.23529411764706	ENST00000251722	ENSG00000085982	USP40
NM_018221	2543	32.71	8.12903225806452	ENST00000396049	ENSG00000114978	MOB1A
NM_018222	4091	13.8	3.57142857142857	ENST00000334956	ENSG00000197702	PARVA
NM_018223	3138	4.15	5.89473684210526	ENST00000266880	ENSG00000072609	CHFR
NM_018224	857	127.37	9.71428571428572	ENST00000223336	ENSG00000106603	COA1
NM_018225	7091	10.58	9.37931034482759	ENST00000397149	ENSG00000122692	SMU1
NM_018226	2948	4.35	3.33333333333333	ENST00000270357	ENSG00000142327	RNPEPL1
NM_018227	5386	7.81	3.50877192982456	ENST00000322244	ENSG00000033178	UBA6
NM_018229	3088	8.37	4.14285714285714	ENST00000261558	ENSG00000053770	AP5M1
NM_018230	4170	15.73	8.72727272727273	ENST00000261396	ENSG00000069248	NUP133
NM_018231	2773	5.39	3.07692307692308	ENST00000219320	ENSG00000103042	SLC38A7
NM_018233	3020	35.15	4.96969696969697	ENST00000566157	ENSG00000087263	OGFOD1
NM_018234	4285	38.31	9.48148148148148	ENST00000393106	ENSG00000115107	STEAP3
NM_018235	2643	19.06	9.28571428571428	ENST00000324262	ENSG00000133313	CNDP2
NM_018237	3858	29.82	7.42857142857143	ENST00000265872	ENSG00000060339	CCAR1
NM_018238	2794	13.33	8	ENST00000649286	ENSG00000006530	AGK
NM_018238	2794	13.33	8	ENST00000575872	nan	nan
NM_018239	3176	4.1	3.33333333333333	ENST00000358141	ENSG00000172731	LRRC20
NM_018240	3311	52.67	4.48	ENST00000359209	ENSG00000183853	KIRREL1
NM_018241	2913	10.73	5.42857142857143	ENST00000296582	ENSG00000164168	TMEM184C
NM_018242	3279	3.79	13.1612903225806	ENST00000270570	ENSG00000142494	SLC47A1
NM_018243	5582	21.54	12.4444444444444	ENST00000264893	ENSG00000138758	SEPTIN11
NM_018244	2338	50.94	6.09523809523809	ENST00000374385	ENSG00000101019	UQCC1
NM_018245	3682	2.96	2.40963855421687	ENST00000374103	ENSG00000197444	OGDHL
NM_018246	3653	13.68	7.2	ENST00000356537	ENSG00000147419	CCDC25
NM_018247	4410	11.18	9.76470588235294	ENST00000230461	ENSG00000112697	TMEM30A
NM_018248	2273	15.79	2.46913580246914	ENST00000264596	ENSG00000109674	NEIL3
NM_018249	6230	25.67	2.98507462686567	ENST00000349780	ENSG00000136861	CDK5RAP2
NM_018250	2540	28.07	4.34782608695652	ENST00000521022	ENSG00000104299	INTS9
NM_018252	2475	11.42	4	ENST00000261455	ENSG00000065600	PACC1
NM_018254	4083	8.03	3.17460317460317	ENST00000367005	ENSG00000117625	RCOR3
NM_018255	2494	19.85	3.38983050847458	ENST00000358232	ENSG00000134759	ELP2
NM_018256	1720	74.4	7.47826086956522	ENST00000261015	ENSG00000138442	WDR12
NM_018257	3655	12.67	5.28	ENST00000627415	nan	nan
NM_018257	3655	12.67	5.28	ENST00000308824	ENSG00000203880	PCMTD2
NM_018259	3524	35.3	13.5789473684211	ENST00000039989	ENSG00000052841	TTC17
NM_018261	3582	4.2	5.71428571428571	ENST00000346134	ENSG00000090989	EXOC1
NM_018262	4182	6.66	3.17460317460317	ENST00000347300	ENSG00000163913	IFT122
NM_018263	7231	9.79	2.98507462686567	ENST00000435504	ENSG00000143970	ASXL2
NM_018264	3344	8.42	3.7037037037037	ENST00000359626	ENSG00000198874	TYW1
NM_018266	2957	24.21	3.03030303030303	ENST00000319172	ENSG00000176142	TMEM39A
NM_018268	2608	6.8	8.66666666666667	ENST00000296679	ENSG00000164253	WDR41
NM_018269	1628	19.56	19.8260869565217	ENST00000627048	nan	nan
NM_018269	1628	19.56	19.8260869565217	ENST00000327435	ENSG00000182551	ADI1
NM_018270	1685	88.38	3.63636363636364	ENST00000370487	ENSG00000101189	MRGBP
NM_018273	2265	3.91	6.26666666666667	ENST00000293261	ENSG00000161558	TMEM143
NM_018275	2563	10.65	2.5	ENST00000316937	ENSG00000146826	TRAPPC14
NM_018279	4659	2.52	10.9	ENST00000266673	ENSG00000139291	TMEM19
NM_018281	1126	20.73	2.63157894736842	ENST00000358358	ENSG00000121310	ECHDC2
NM_018283	2022	10.97	8.71428571428572	ENST00000258662	ENSG00000136159	NUDT15
NM_018285	1160	55.16	2.53164556962025	ENST00000403490	ENSG00000177971	IMP3
NM_018287	4173	8.71	2.77777777777778	ENST00000344936	ENSG00000165322	ARHGAP12
NM_018288	1583	26.76	3.84615384615385	ENST00000339209	ENSG00000130024	PHF10
NM_018289	2209	18.34	6.2	ENST00000638350	nan	nan
NM_018289	2209	18.34	6.2	ENST00000291074	ENSG00000141252	VPS53
NM_018290	3192	23.64	11.2307692307692	ENST00000381967	ENSG00000169299	PGM2
NM_018291	1923	3.75	2.89855072463768	ENST00000303721	ENSG00000172456	FGGY
NM_018292	3244	9.04	5.8	ENST00000369046	ENSG00000130348	QRSL1
NM_018294	2633	13.48	9.39130434782609	ENST00000354105	ENSG00000095485	CWF19L1
NM_018295	1680	20.91	4.28571428571429	ENST00000275767	ENSG00000146859	TMEM140
NM_018297	2182	11.18	3.44827586206897	ENST00000280700	ENSG00000151092	NGLY1
